H-1B Sponsorship Data- Healthcare & Public Health Administration FY'25 (Till 30-Sep-2025)  Prepared by : Srirams_chronicles,,,,,,,,,,,
This data is prepared based on the information in USCIS H1B Data website (Srirams_chronicles is not responsible for any unforeseen isssues with employers sponsoring H-1B),,,,,,,,,,,
Sl No,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
2824,2025,UNITED HOSPITAL CENTER INC,5724,62 - Health Care and Social Assistance,BRIDGEPORT,WV,26330,1,0,4,0
"2,825",2025,UNITED HOSPITAL CENTER INC,5724,62 - Health Care and Social Assistance,MORGANTOWN,WV,26505,1,0,0,0
2826,2025,UNITED HOSPITAL CENTER INC,5724,62 - Health Care and Social Assistance,MORGANTOWN WV,WV,26505,1,0,0,0
"2,827",2025,"UNITED MEDICAL, LLC",124,62 - Health Care and Social Assistance,WILMINGTON,DE,19801,1,0,0,0
2828,2025,UNITED SIKHS,3921,62 - Health Care and Social Assistance,HOLLIS,NY,11423,1,0,0,0
"2,829",2025,UNITED SIKHS,3921,62 - Health Care and Social Assistance,S RICHMOND HL,NY,11419,1,0,0,0
2830,2025,UNITEDHANDS HEALTH & WELLNESS CLINIC LLC,5654,62 - Health Care and Social Assistance,MORROW,GA,30260,1,0,0,0
"2,831",2025,UNITY CARE NORTHWEST,8190,62 - Health Care and Social Assistance,BELLINGHAM,WA,98225,1,0,0,0
2832,2025,UNITY HEALTH CARE INC,2431,62 - Health Care and Social Assistance,WASHINGTON,DC,20003,1,0,0,0
"2,833",2025,UNIVERSAL SMILES DENTISTRY OF EDGE,8075,62 - Health Care and Social Assistance,EDGEWATER,FL,32141,1,0,0,0
2834,2025,UNIVERSITY AT BUFFALO PATHOLOGISTS INC,1026,62 - Health Care and Social Assistance,WILLIAMSVILLE,NY,14221,1,0,1,0
"2,835",2025,UNIVERSITY AT BUFFALO SURGEONS INC,3443,62 - Health Care and Social Assistance,BUFFALO,NY,14215,1,0,0,0
2836,2025,UNIVERSITY COMMUNITY HOSPITAL INC D B A ADVENTHEALTH TAMPA,3901,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32714,1,0,4,0
"2,837",2025,UNIVERSITY HOSPITALS HEALTH SYSTEM INC,4775,62 - Health Care and Social Assistance,SHAKER HEIGHTS,OH,44122,1,0,2,0
2838,2025,UNIVERSITY OF CHICAGO MEDICAL CENT,8183,62 - Health Care and Social Assistance,CHICAGO,IL,60637,1,0,0,0
"2,839",2025,UNIVERSITY OF MARYLAND,2033,92 - Public Administration,ANNAPOLIS,MD,21401,1,0,0,0
2840,2025,UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP D B A UM SHORE MEDICAL,4111,62 - Health Care and Social Assistance,EASTON,MD,21601,1,0,1,0
"2,841",2025,UNIVERSITY OF MARYLAND MEDICAL CEN,3777,62 - Health Care and Social Assistance,LINTHICUM,MD,21090,1,0,0,0
2842,2025,UNIVERSITY OF MARYLAND SHORE REGIONAL HEALTH INC,6500,62 - Health Care and Social Assistance,EASTON,MD,21601,1,0,0,0
"2,843",2025,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER LLC,5106,62 - Health Care and Social Assistance,TOWSON,MD,21204,1,0,0,0
2844,2025,UNIVERSITY OF NEBRASKA MED CENTER,1233,92 - Public Administration,LINCOLN,NE,68502,1,0,0,0
"2,845",2025,UNIVERSITY OF OKLAHOMA,7987,92 - Public Administration,TULSA,OK,74103,1,0,0,0
2846,2025,UNIVERSITY OF PROVIDENCE,1777,92 - Public Administration,GREAT FALLS,MT,59405,1,0,0,0
"2,847",2025,UNIVERSITY OF RHODE ISLAND,522,92 - Public Administration,PROVIDENCE,RI,2903,1,0,0,0
2848,2025,UNIVERSITY OF VERMONT HEALTH NETWORK MEDICAL GROUP INC,5105,62 - Health Care and Social Assistance,MIDDLEBURY,VT,5753,1,0,0,0
"2,849",2025,UNIVERSITY PRIMARY CARE PRACTICES INC DBA UNIVERSITY HOSPITALS MEDICA,8928,62 - Health Care and Social Assistance,CLEVELAND,OH,44106,1,0,0,0
2850,2025,UNIVERSITY SETTLEMENT SOCIETY OF N,2374,62 - Health Care and Social Assistance,NEW YORK,NY,10002,1,0,1,0
"2,851",2025,UPCI CANCER SERVICES,9326,62 - Health Care and Social Assistance,PITTSBURGH,PA,15219,1,0,1,0
2852,2025,UPPER CONNECTICUT VALLEY HOSPITAL,6210,62 - Health Care and Social Assistance,COLEBROOK,NH,3576,1,0,0,0
"2,853",2025,UROLOGIC INTEGRATED CARE LLC,5481,62 - Health Care and Social Assistance,GAINESVILLE,FL,32605,1,0,0,0
2854,2025,US VIRGIN ISLANDS DEPARTMENT OF EDUCATION,1678,92 - Public Administration,ST THOMAS,VI,802,1,0,7,1
"2,855",2025,USVI DEPARTMENT OF EDUCATION,1678,92 - Public Administration,ST THOMAS,VI,802,1,0,6,0
2856,2025,UT MEDICAL GROUP D B A UNIVERSITY CLINICAL HEALTH,2462,62 - Health Care and Social Assistance,MEMPHIS,TN,38104,1,0,1,0
"2,857",2025,UT MEDICAL GROUP D B A UNIVERSITY CLINICAL HEALTH,2462,62 - Health Care and Social Assistance,MEMPHIS,TN,38119,1,0,1,0
2858,2025,UT REGIONAL ONE PHYSICIANS INC,7530,62 - Health Care and Social Assistance,MEMPHIS,TN,38103,1,0,4,0
"2,859",2025,UVALDE COUNTY HOSPITAL AUTHORITY DBA UVALDE MEMORIAL HOSPITAL,3120,62 - Health Care and Social Assistance,UVALDE,TX,78801,1,0,0,0
2860,2025,VAANI DENTAL PLLC,2027,62 - Health Care and Social Assistance,PORTLAND,TX,78374,1,0,0,0
"2,861",2025,VALENTI ACUPUNCTURE INC,2468,62 - Health Care and Social Assistance,SALT LAKE CITY,UT,84105,1,0,0,0
2862,2025,VALLEY COUNTY HOSPITAL D B A VALLEY COUNTY HEALTH SYSTEM,5275,62 - Health Care and Social Assistance,ORD,NE,68862,1,0,0,0
"2,863",2025,VALLEY HEALING HANDS LLC,5486,62 - Health Care and Social Assistance,BROWNSVILLE,TX,78526,1,0,0,0
2864,2025,VALLEY REGIONAL HOSPITAL INC,2118,62 - Health Care and Social Assistance,CLAREMONT,NH,3743,1,0,1,0
"2,865",2025,VALLEY WIDE HEALTH SYSTEMS,6945,62 - Health Care and Social Assistance,ALAMOSA,CO,81101,1,0,0,0
2866,2025,VAN BUREN COUNTY HOSPITAL,7829,62 - Health Care and Social Assistance,KEOSAUQUA,IA,52565,1,0,1,0
"2,867",2025,VANDAILA SMILE CENTER LLC,4690,62 - Health Care and Social Assistance,VANDALIA,OH,45377,1,0,0,0
2868,2025,VANESSA AH LI PSYCHOLOGY SERVICES PLLC,332,62 - Health Care and Social Assistance,NEW YORK,NY,10001,1,0,0,0
"2,869",2025,VANTAGE OPEN MRI LLC,8282,62 - Health Care and Social Assistance,OKLAHOMA CITY,OK,73104,1,0,0,0
2870,2025,VAUGHAN REGIONAL MEDICAL CENTER LLC,4231,62 - Health Care and Social Assistance,LOUISVILLE,KY,40202,1,0,0,0
"2,871",2025,VBCARE NETWORK LLC,2223,62 - Health Care and Social Assistance,PHOENIX,AZ,85054,1,0,0,0
2872,2025,"VEEMAH INTEGRATED WELLNESS AND CONSULTING SERVICES, LLC",5482,62 - Health Care and Social Assistance,CRYSTAL,MN,55428,1,0,0,0
"2,873",2025,VEGAS STRONGER,9555,62 - Health Care and Social Assistance,LAS VEGAS,NV,89101,1,0,0,0
2874,2025,VERA AQUA VERA VITA,4413,62 - Health Care and Social Assistance,MURPHY,TX,75094,1,0,0,0
"2,875",2025,VHS OF MICHIGAN,1767,62 - Health Care and Social Assistance,DETROIT,MI,48201,1,0,0,0
2876,2025,VHS UNIVERSITY LABORATORIES INC DB,6652,62 - Health Care and Social Assistance,DETROIT,MI,48201,1,0,0,0
"2,877",2025,"VHS UNIVERSITY LABORATORIES, INC.",6652,62 - Health Care and Social Assistance,DETROIT,MI,48201,1,0,0,0
2878,2025,VIBRANT WELLNESS LLC,2743,62 - Health Care and Social Assistance,SANTA CLARA,CA,95054,1,0,0,0
"2,879",2025,VIBRANTCARE REHABILITATION INC,5221,62 - Health Care and Social Assistance,SUGAR LAND,TX,77478,1,0,0,0
2880,2025,VICKSBURG HEALTHCARE LLC,2111,62 - Health Care and Social Assistance,VICKSBURG,MS,39183,1,0,0,0
"2,881",2025,VIDANT MEDICAL GROUP LLC D B A ECU,839,62 - Health Care and Social Assistance,GREENVILLE,NC,27834,1,0,0,0
2882,2025,VILLAGES OF CALIFORNIA INC,4929,62 - Health Care and Social Assistance,ORANGE,CA,92868,1,0,0,0
"2,883",2025,VIRGINIA DENTAL CLINICAL LEADERS PLLC,2266,62 - Health Care and Social Assistance,WOODBRIDGE,VA,22192,1,0,0,0
2884,2025,VIRGINIA MASON MEDICAL CENTER,5539,62 - Health Care and Social Assistance,SEATTLE,WA,98101,1,0,3,0
"2,885",2025,VISANA HOME CARE SERVICES,5376,62 - Health Care and Social Assistance,WINTER HAVEN,FL,33880,1,0,0,0
2886,2025,VISION HEALTH PS,5594,62 - Health Care and Social Assistance,TUMWATER,WA,98501,1,0,0,0
"2,887",2025,VITUITY-FLORIDA PLLC DBA VITUITY,5440,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,1,0,0,0
2888,2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",295,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,1,0,0,0
"2,889",2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",1952,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,1,0,1,0
2890,2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",3358,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,1,0,2,0
"2,891",2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",4426,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,1,0,0,0
2892,2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",4824,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,1,0,1,0
"2,893",2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",9438,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,1,0,0,0
2894,2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",9764,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,1,1,0,0
"2,895",2025,VNA HEALTH CARE,2095,62 - Health Care and Social Assistance,AURORA,IL,60506,1,0,0,0
2896,2025,VNS CHOICE DBA VNS HEALTH HEALTH PLANS,1057,62 - Health Care and Social Assistance,NEW YORK,NY,10017,1,0,0,0
"2,897",2025,VON WESTERNHAGEN DENTAL CORPORATIO,6170,62 - Health Care and Social Assistance,CHICAGO,IL,60654,1,0,0,0
2898,2025,VON WESTERNHAGEN DENTAL CORPORATION DBA CANAM DENTAL,6170,62 - Health Care and Social Assistance,CHICAGO,IL,60654,1,0,0,0
"2,899",2025,W A FOOTE MEMORIAL HOSPITAL INC D B A HENRY FORD JACKSON HOSPITAL,7689,62 - Health Care and Social Assistance,JACKSON,MI,49201,1,0,3,0
2900,2025,W PENG DENTAL CORPORATION,587,62 - Health Care and Social Assistance,TEMECULA,CA,92591,1,0,0,0
"2,901",2025,WAKEMED,7737,62 - Health Care and Social Assistance,RALEIGH,NC,27610,1,0,1,0
2902,2025,WALDEN UNIVERSITY LLC,3783,92 - Public Administration,CHICAGO,IL,60661,1,0,0,0
"2,903",2025,WALLA WALLA VALLEY METROPOLITAN PLANNING ORGANIZATION,1347,92 - Public Administration,WALLA WALLA,WA,99362,1,0,0,0
2904,2025,WALTER KNOX MEMORIAL HOSPITAL DBA,422,62 - Health Care and Social Assistance,EMMETT,ID,83617,1,0,0,0
"2,905",2025,WASHINGTON COUNTY HOSPITAL,7892,62 - Health Care and Social Assistance,WASHINGTON,IA,52353,1,0,0,0
2906,2025,WASHINGTON DENTAL CORPORATION PC,1392,62 - Health Care and Social Assistance,IRVINE,CA,92614,1,0,1,0
"2,907",2025,WASHINGTON HOSPITAL CENTER CORPORA,2129,62 - Health Care and Social Assistance,WASHINGTON,DC,20010,1,0,0,0
2908,2025,WASHINGTON STATE DEPARTMENT OF SOCIAL AND HEALTH SERVICES,1088,92 - Public Administration,LACEY,WA,98503,1,0,2,0
"2,909",2025,WASHINGTON STATE DEPARTMENT OF SOCIAL AND HEALTH SERVICES,1088,92 - Public Administration,OLYMPIA,WA,98504,1,0,1,0
2910,2025,WASHINGTON STATE OFFICE OF SUPERINTENDENT OF PUBLIC INSTRUCTION,1112,92 - Public Administration,OLYMPIA,WA,98504,1,0,0,0
"2,911",2025,WATANABE SHADOW MOUNTAIN DENTAL GR,2814,62 - Health Care and Social Assistance,IRVINE,CA,92614,1,0,0,0
2912,2025,WAUKESHA SURGICAL SPECIALISTS S C,,62 - Health Care and Social Assistance,WAUKESHA,WI,53188,1,0,0,0
"2,913",2025,WAYNE CENTER FOR NURSING AND REHABILITATION,2199,62 - Health Care and Social Assistance,BRONX,NY,10977,1,0,0,0
2914,2025,WAYNE MEMORIAL COMMUNITY HEALTH CENTERS,889,62 - Health Care and Social Assistance,HONESDALE,PA,18431,1,0,0,0
"2,915",2025,WAYNE SJC MEDICAL GROUP LLC,2251,62 - Health Care and Social Assistance,JESUP,GA,31545,1,0,0,0
2916,2025,WAYSIDE YOUTH & FAMILY SUPPORT NETWORK INC,450,62 - Health Care and Social Assistance,FRAMINGHAM,MA,1701,1,0,0,0
"2,917",2025,"WE CARE HOME HEALTH SERVICES, INC",4395,62 - Health Care and Social Assistance,GAITHERSBURG,MD,20882,1,0,0,0
2918,2025,WEBSTER COUNTY COMMUNITY HOSPITAL,6032,62 - Health Care and Social Assistance,RED CLOUD,NE,68970,1,0,0,0
"2,919",2025,WEISER VALLEY HOSPITAL DISTRICT D B A WEISER MEMORIAL HOSPITAL,1139,62 - Health Care and Social Assistance,WEISER,ID,83672,1,0,0,0
2920,2025,WELBE HEALTH LLC,2647,62 - Health Care and Social Assistance,LONG BEACH,CA,90802,1,0,1,0
"2,921",2025,WELLMED MEDICAL GROUP PA,4229,62 - Health Care and Social Assistance,MINNETONKA,MN,55343,1,0,0,0
2922,2025,WELLMONT CARDIOLOGY SERVICES,7623,62 - Health Care and Social Assistance,JOHNSON CITY,TN,37604,1,0,1,0
"2,923",2025,"WELLMONT PHYSICIAN SERVICES, INC.",7353,62 - Health Care and Social Assistance,JOHNSON CITY,TN,37604,1,0,0,0
2924,2025,WELLSPRING CARE INC,5269,62 - Health Care and Social Assistance,SAN FRANCISCO,CA,94107,1,0,0,0
"2,925",2025,WESLEY PHYSICIANS - MEDICAL SPECIALTIES LLC,7957,62 - Health Care and Social Assistance,WICHITA,KS,67220,1,0,0,0
2926,2025,WEST FLORIDA BEHAVIORAL HEALTH INC,8402,62 - Health Care and Social Assistance,PENSACOLA,FL,32514,1,0,0,0
"2,927",2025,WEST METRO CARE SERVICES LLC,6894,62 - Health Care and Social Assistance,COON RAPIDS MN,MN,55448,1,0,0,0
2928,2025,WEST MICHIGAN CANCER CENTER,1574,62 - Health Care and Social Assistance,KALAMAZOO,MI,49007,1,0,0,0
"2,929",2025,WEST TENNESSEE MEDICAL GROUP,962,62 - Health Care and Social Assistance,JACKSON,TN,38301,1,0,0,0
2930,2025,WESTCHESTER MEDICAL CENTER ADVANCE,9927,62 - Health Care and Social Assistance,HAWTHORNE,NY,10532,1,0,1,0
"2,931",2025,WESTCOAST CHILDRENS CLINIC,3319,62 - Health Care and Social Assistance,OAKLAND,CA,94601,1,0,0,0
2932,2025,WESTEND DENTAL LLC,4313,62 - Health Care and Social Assistance,INDIANAPOLIS,IN,46222,1,0,0,0
"2,933",2025,WHATLEY HEALTH SERVICES,7781,62 - Health Care and Social Assistance,TUSCALOOSA,AL,35401,1,0,0,0
2934,2025,WHITE COUNTY MEDICAL CENTER INC DBA UNITY HEALTH - WHITE COUNTY MEDIC,2737,62 - Health Care and Social Assistance,SEARCY,AR,72143,1,0,0,0
"2,935",2025,WHITE PLAINS HOSPITAL,130,62 - Health Care and Social Assistance,WHITE PLAINS,NY,10601,1,0,3,0
2936,2025,WHOLE FAMILY HEALTH CENTER INC,5258,62 - Health Care and Social Assistance,VERO BEACH,FL,32960,1,0,0,0
"2,937",2025,"WHOLE FAMILY HEALTH CENTER, INC.",5258,62 - Health Care and Social Assistance,VERO BEACH,FL,32960,1,0,0,0
2938,2025,WICHITA RADIOLOGICAL GROUP PA,8603,62 - Health Care and Social Assistance,WICHITA,KS,67214,1,0,1,0
"2,939",2025,WILBARGER COUNTY HOSPITAL DISTRICT DBA WILBARGER GENERAL HOSPITAL,7638,62 - Health Care and Social Assistance,VERNON,TX,76384,1,0,0,0
2940,2025,WILLAMETTE FAMILY MEDICAL CENTER INC,397,62 - Health Care and Social Assistance,SALEM,OR,97301,1,0,0,0
"2,941",2025,WILLIAM F RYAN COMMUNITY HEALTH CENTER INC,4976,62 - Health Care and Social Assistance,NEW YORK,NY,10025,1,0,0,0
2942,2025,WILLIAM J SCHWARZ PT PC,3008,62 - Health Care and Social Assistance,MASSAPEQUA,NY,11758,1,0,0,0
"2,943",2025,WILLIAMSBURG PHYSICAL THERAPY P C,8216,62 - Health Care and Social Assistance,BROOKLYN,NY,11211,1,0,0,0
2944,2025,WILLS EYE OPHTHALMOLOGY CLINIC INC,5896,62 - Health Care and Social Assistance,PHILADELPHIA,PA,19107,1,0,0,0
"2,945",2025,WINDHAM COMMUNITY MEMORIAL HOSPITA,6966,62 - Health Care and Social Assistance,WILLIMANTIC,CT,6226,1,0,0,0
2946,2025,WINDSOR HOSPITAL CORPORATION D B A MT ASCUTNEY HOSPITAL AND HEALTH CE,3721,62 - Health Care and Social Assistance,WINDSOR,VT,5089,1,0,0,0
"2,947",2025,WINONA HEALTH,3914,62 - Health Care and Social Assistance,WINONA,MN,55987,1,0,0,0
2948,2025,WISCONSIN COMMUNITY SERVICES INC.,8464,62 - Health Care and Social Assistance,MILWAUKEE,WI,53208,1,0,0,0
"2,949",2025,WLED WAZNI MD MEDICAL CORPORATION,3993,62 - Health Care and Social Assistance,LONG BEACH,CA,90801,1,0,0,0
2950,2025,WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,8937,62 - Health Care and Social Assistance,PROVIDENCE,RI,2905,1,0,0,0
"2,951",2025,WOMEN S HEALTH PARTNERS LLC,6146,62 - Health Care and Social Assistance,GADSDEN,AL,35903,1,0,0,0
2952,2025,WOMENS GROUP OF NORTH FLORIDA LLC,3604,62 - Health Care and Social Assistance,GAINSVILLE,FL,32605,1,0,0,0
"2,953",2025,WOMENS HEALTHCARE ASSOCIATES,6667,62 - Health Care and Social Assistance,JACKSONVILLE,NC,28546,1,0,0,0
2954,2025,WONDERLAND KIDS ACADEMY LLC,4180,62 - Health Care and Social Assistance,FOX RIVER GROVE,IL,60021,1,0,0,0
"2,955",2025,WOODS SERVICES INC,2002,62 - Health Care and Social Assistance,LANGHORNE,PA,19047,1,1,0,0
2956,2025,WS PHYSICAL THERAPY INC FORMERLY KNOWN AS WESTSTAR PHYSICAL THERAPY I,3370,62 - Health Care and Social Assistance,GARDEN GROVE,CA,92845,1,0,0,0
"2,957",2025,WYNK'S CORPORATION,896,62 - Health Care and Social Assistance,SAN GABRIEL,CA,91776,1,0,0,0
2958,2025,XIE YI MEDICAL OFFICE PC,2868,62 - Health Care and Social Assistance,NEW YORK,NY,10013,1,0,0,0
"2,959",2025,XTREME REALITY INTEGRATION INC,6231,92 - Public Administration,ALPINE,UT,84004,1,0,0,0
2960,2025,Y M LEE DDS PLLC,2685,62 - Health Care and Social Assistance,FEDERAL WAY,WA,98003,1,0,0,0
"2,961",2025,Y.A.P.A APARTMENT LIVING INC,3840,62 - Health Care and Social Assistance,CHALFONT,PA,18914,1,0,0,0
2962,2025,YAKIMA VALLEY FARM WORKERS CLINIC,9392,62 - Health Care and Social Assistance,YAKIMA,WA,98901,1,0,3,0
"2,963",2025,YORK HEALTHCARE LLC,5740,62 - Health Care and Social Assistance,ELMHURST,NY,11373,1,0,0,0
2964,2025,YOUTH CONTACT INC,364,62 - Health Care and Social Assistance,HILLSBORO,OR,97123,1,0,0,0
"2,965",2025,YOUTH EASTSIDE SERVICES,9093,62 - Health Care and Social Assistance,BELLEVUE,WA,98008,1,0,0,0
2966,2025,YOUTH VILLAGES,6970,62 - Health Care and Social Assistance,MEMPHIS,TN,38133,1,0,0,0
"2,967",2025,YPW SPANISH IMMERSION SCHOOL LLC,682,62 - Health Care and Social Assistance,AUSTIN,TX,78746,1,0,0,0
2968,2025,YUE-FEN NATURAL HEALTH CARE,7340,62 - Health Care and Social Assistance,SAN JOSE,CA,95128,1,0,0,0
"2,969",2025,ZANOMED INC,3820,62 - Health Care and Social Assistance,TORRANCE,CA,90501,1,0,0,0
2970,2025,"ZEN ACUPUNCTURE, INC.",4273,62 - Health Care and Social Assistance,NORCO,CA,92860,1,0,0,0
"2,971",2025,ZOLL DATA SYSTEMS INC,1124,62 - Health Care and Social Assistance,BROOMFIELD,CO,80021,1,0,0,0
2972,2025,ZRJ INC DBA IDAHO SPINE AND SPORTS,1894,62 - Health Care and Social Assistance,BOISE,ID,83713,1,1,0,0
"2,973",2025,ZUFALL HEALTH CENTER INC,5397,62 - Health Care and Social Assistance,DOVER,NJ,7801,1,0,0,0
2974,2025,1 BETHESDA DRIVE OPERATING COMPANY LLC DBA ELDERWOOD AT HORNELL,5614,62 - Health Care and Social Assistance,HORNELL,NY,14843,0,0,1,0
"2,975",2025,1 TO 1 THERAPIES INC,1480,62 - Health Care and Social Assistance,LONG BEACH,CA,90808,0,0,1,0
2976,2025,1LIFE HEALTHCARE INC,7204,62 - Health Care and Social Assistance,ARLINGTON,VA,22202,0,0,2,0
"2,977",2025,3E INTERNATIONAL EDUCATION AND CON,4300,62 - Health Care and Social Assistance,HOUSTON,TX,77080,0,0,0,0
2978,2025,7TH AVE PHYSICAL THERAPY AND ACUPU,2502,62 - Health Care and Social Assistance,NEW YORK,NY,10036,0,0,0,0
"2,979",2025,"19 VARNUM STREET OPERATING COMPANY, LLC",1991,62 - Health Care and Social Assistance,LOWELL,MA,1850,0,0,1,0
2980,2025,21ST CENTURY HOME HEALTH SERVICES,4981,62 - Health Care and Social Assistance,BURLINGAME,CA,94010,0,0,0,0
"2,981",2025,21ST CENTURY HOME HEALTH SERVICES INC,4981,62 - Health Care and Social Assistance,BURLINGAME,CA,94010,0,0,0,0
2982,2025,23ANDME INC,7371,62 - Health Care and Social Assistance,SUNNYVALE,CA,94086,0,0,0,0
"2,983",2025,32 COTTAGE DENTAL LLC DBA COTTAGE DENTAL CARE,7193,62 - Health Care and Social Assistance,BLOOMINGTON,IL,61701,0,0,0,0
2984,2025,42 NORTH DENTAL CARE LLC,9875,62 - Health Care and Social Assistance,WALTHAM,MA,2451,0,0,1,0
"2,985",2025,42 NORTH DENTAL CARE PLLC,969,62 - Health Care and Social Assistance,WALTHAM,MA,2451,0,0,2,0
2986,2025,1211 WPR MEDICAL SERVICES P C,9346,62 - Health Care and Social Assistance,BRONX,NY,10472,0,0,0,0
"2,987",2025,3890 MANAGEMENT LLC DBA TEN HEALTH,1859,62 - Health Care and Social Assistance,FENTON,MO,63026,0,0,1,0
2988,2025,A BETTER LIFE THERAPY LLC,5459,62 - Health Care and Social Assistance,PHILADELPHIA,PA,19110,0,0,1,0
"2,989",2025,A CHOICE HOME CARE INC,2469,62 - Health Care and Social Assistance,CLINTON TWP,MI,48038,0,0,1,0
2990,2025,"A NEW LEAF, INC.",2760,62 - Health Care and Social Assistance,OWASSO,OK,74055,0,0,0,0
"2,991",2025,A PLACE FOR MOM INC,9153,62 - Health Care and Social Assistance,NEW YORK,NY,10036,0,0,0,0
2992,2025,A1 PHYSICAL THERAPY INC,3741,62 - Health Care and Social Assistance,KALAMAZOO,MI,49048,0,0,1,0
"2,993",2025,AAROHI DENTAL P C,510,62 - Health Care and Social Assistance,NEW BEDFORD,MA,2740,0,0,1,0
2994,2025,ABBOTT ANESTHESIOLOGIST ASSOCIATES,4948,62 - Health Care and Social Assistance,BUFFALO,NY,14220,0,0,0,0
"2,995",2025,ABBOTT ANESTHESIOLOGIST ASSOCIATES PC,4948,62 - Health Care and Social Assistance,BUFFALO,NY,14220,0,0,1,0
2996,2025,ABC FAMILY DENTAL BASSWOOD PLLC DB,5093,62 - Health Care and Social Assistance,HALTOM CITY,TX,76137,0,0,0,0
"2,997",2025,ABILITIES PHYSICAL THERAPY INC DBA,2035,62 - Health Care and Social Assistance,DUNDALK,MD,21222,0,0,1,0
2998,2025,ABILITY ALL 4 KIDS LLC,2760,62 - Health Care and Social Assistance,HUMBLE,TX,77346,0,0,0,1
"2,999",2025,ABILITY WORKS REHAB SERVICES LLC,9059,62 - Health Care and Social Assistance,BLOOMFIELD HILLS,MI,48304,0,0,1,0
3000,2025,ABLE HOME HEALTH CARE LLC,284,62 - Health Care and Social Assistance,WESTPORT,CT,6880,0,0,1,0
"3,001",2025,ABSOLUTE HEALTH CARE,4274,62 - Health Care and Social Assistance,IRVINE,CA,92620,0,0,0,0
3002,2025,ACADEMY DENTAL OF HAMILTON PA,4013,62 - Health Care and Social Assistance,HAMILTON,NJ,8619,0,0,1,0
"3,003",2025,ACCENTCARE INC,8300,62 - Health Care and Social Assistance,DALLAS,TX,75287,0,0,3,0
3004,2025,ACCESS HEALTH CARE PHYSICIANS,4883,62 - Health Care and Social Assistance,SPRING HILL,FL,34609,0,0,0,0
"3,005",2025,ACCESS PHYSICAL THERAPY WELLNESS R,2469,62 - Health Care and Social Assistance,LOUISVILLE,KY,40223,0,0,1,0
3006,2025,ACCESS REHABILITATION SERVICES PT OT AND SLP PLLC,1395,62 - Health Care and Social Assistance,LOUISVILLE,KY,40223,0,0,0,0
"3,007",2025,ACCESS SUPPORTS FOR LIVING INC,1097,62 - Health Care and Social Assistance,MIDDLETOWN,NY,10994,0,0,0,0
3008,2025,ACCOLADE,9591,62 - Health Care and Social Assistance,PLYMOUTH MEETING,PA,19462,0,0,1,0
"3,009",2025,"ACCOMPANY CAPITAL, INC.",4343,92 - Public Administration,NEW YORK,NY,10004,0,0,0,0
3010,2025,ACCUPATH DIAGNOSTIC LABORATORIES INC A LABCORP SUBSIDIARY,1972,62 - Health Care and Social Assistance,BURLINGTON,NC,27215,0,0,1,0
"3,011",2025,ACE DENTAL02 PC,141,62 - Health Care and Social Assistance,KILLEEN,TX,76549,0,0,1,0
3012,2025,ACE DENTAL06 PC,7491,62 - Health Care and Social Assistance,WACO,TX,76710,0,0,1,0
"3,013",2025,ACE PHYSICAL THERAPY AND SPORTS ME,4230,62 - Health Care and Social Assistance,FALLS CHURCH,VA,22043,0,0,1,0
3014,2025,ACEPOINT MEDICAL SERVICES LLC DBA ACEPOINT HEALTHCARE,5685,62 - Health Care and Social Assistance,SECAUCUS,NJ,7094,0,0,0,0
"3,015",2025,ACHIEVE REHAB INC,4358,62 - Health Care and Social Assistance,FARMINGTON HILLS,MI,48334,0,0,1,0
3016,2025,ACM MEDICAL LABORATORY INC DBA ACM,9691,62 - Health Care and Social Assistance,ROCHESTER,NY,14617,0,0,0,0
"3,017",2025,ACORN HEALTH OF MARYLAND LLC,8916,62 - Health Care and Social Assistance,CORAL GABLES,FL,33134,0,0,0,0
3018,2025,ACSR LLC D B A ALTA HEALTHCARE CEN,1949,62 - Health Care and Social Assistance,CAMARILLO,CA,93012,0,0,1,0
